count,free,total,used,sm_efficiency,achieved_occupancy,ipc,issued_ipc,issue_slot_utilization,gld_requested_throughput,gst_requested_throughput,gld_throughput,gst_throughput,tex_cache_throughput,tex_fu_utilization,single_precision_fu_utilization,stall_inst_fetch,stall_exec_dependency,stall_memory_dependency,stall_other,stall_constant_memory_dependency,stall_pipe_busy,stall_memory_throttle,stall_not_selected,l2_read_transactions,l2_tex_read_throughput,l2_tex_write_throughput,l2_read_throughput,l2_write_throughput,dram_utilization,eligible_warps_per_cycle,website
113,695173120,4148273152,3453100032,54.895205,0.458110,0.826038,0.895857,20.189274,1122960932,561480466,1122960932,561480466,1122960932,3,1,43.490588,14.775082,29.103021,4.522146,21.821138,0.332752,0.497498,1.217728,316,1122960932,561480466,1390541466,587799862,4,1.200224,twitter
114,681979904,4148273152,3466293248,57.592892,0.481959,0.316151,0.404654,8.771128,1122960932,561480466,1122960932,561480466,1122960932,1,1,37.850835,5.176224,21.310726,2.910041,21.974841,0.156909,0.652616,0.554396,316,1122960932,561480466,1386154900,587799862,10,0.559295,twitter
115,677675008,4148273152,3470598144,56.316082,0.478041,0.343284,0.394867,10.463215,1122960932,561480466,1122960932,561480466,1122960932,2,2,38.949406,5.411609,25.717189,3.815908,39.815038,0.135807,1.577098,0.477621,283,1122960932,561480466,1241398217,587799862,4,0.584100,twitter
116,671506432,4148273152,3476766720,60.222391,0.476014,0.352998,0.348888,10.578512,1122960932,561480466,1122960932,561480466,1122960932,1,1,43.843323,5.548719,23.925145,6.588749,17.074476,0.153268,0.587871,0.691424,316,1122960932,561480466,1386154900,587799862,4,1.163243,twitter
117,665853952,4148273152,3482419200,57.521645,0.473887,0.316968,0.343053,9.761057,1122960932,561480466,1122960932,561480466,1122960932,1,1,40.508521,5.482846,28.545807,5.071301,16.698910,0.127712,0.719674,0.470313,316,1122960932,561480466,1390541466,587799862,10,0.550205,twitter
118,656330752,4148273152,3491942400,58.670520,0.482841,0.315609,0.377358,0.000000,1122960932,561480466,1122960932,561480466,1122960932,3,1,41.506622,3.324286,31.698265,4.655944,20.220174,0.118729,1.493906,0.222363,283,1122960932,561480466,1390541466,587799862,4,0.421507,twitter
119,705994752,4148273152,3442278400,62.038155,0.477848,0.381150,0.723982,7.649402,1122960932,561480466,1122960932,561480466,1122960932,1,1,50.099755,4.272988,10.623305,3.096987,21.951695,0.319489,0.889479,0.787060,316,1122960932,561480466,1241398217,587799862,10,1.113754,twitter
120,697057280,4148273152,3451215872,57.096159,0.475608,0.807903,0.716846,7.996668,1122960932,561480466,1122960932,561480466,1122960932,1,1,54.549318,5.123324,25.981529,3.523827,21.334313,0.127043,0.741449,1.179747,322,1122960932,561480466,1386154900,587799862,10,0.412625,twitter
121,667201536,4148273152,3481071616,61.186650,0.476677,0.762694,0.338266,9.138505,1122960932,561480466,1122960932,561480466,1122960932,1,1,38.076744,5.537049,30.814114,3.701434,17.828522,0.122889,0.571978,0.364553,316,1122960932,561480466,1245784784,587799862,4,1.125392,twitter
122,678375424,4148273152,3469897728,60.551378,0.479444,0.663063,0.398208,18.695229,1122960932,561480466,1122960932,561480466,1122960932,3,2,6.287595,5.041230,24.450773,3.696301,44.208364,0.125480,1.427544,0.381293,283,1122960932,561480466,1386154900,587799862,10,0.411072,twitter
123,674897920,4148273152,3473375232,65.745375,0.479936,0.207910,0.282586,7.430341,1122960932,561480466,1122960932,561480466,1122960932,1,1,41.594518,4.432620,33.978332,8.256811,20.355099,0.143228,0.719503,0.377103,316,1122960932,561480466,1241398217,587799862,10,0.366690,twitter
124,674828288,4148273152,3473444864,60.742772,0.467489,0.778836,0.293255,8.006672,1122960932,561480466,1122960932,561480466,1122960932,2,1,57.120212,4.467196,39.415105,8.158451,25.707257,0.301393,0.413048,1.132692,316,1122960932,561480466,1386154900,587799862,4,0.381211,twitter
125,660037632,4148273152,3488235520,56.974514,0.459859,0.288175,0.421274,8.301887,1122960932,561480466,1122960932,561480466,1122960932,1,1,47.022287,5.917972,25.717189,4.662091,40.291659,0.338930,0.508142,0.396055,283,1122960932,561480466,1386154900,587799862,4,1.005618,twitter
126,656281600,4148273152,3491991552,59.191081,0.479669,0.364356,0.312867,7.156168,1122960932,561480466,1122960932,561480466,1122960932,1,1,38.460353,5.432147,31.409962,3.060722,15.207408,0.120954,0.443298,0.448127,316,1122960932,561480466,1386154900,587799862,10,0.554005,twitter
127,649547776,4148273152,3498725376,60.177440,0.479889,0.370781,0.351958,0.000000,1122960932,561480466,1122960932,561480466,1122960932,1,1,6.051715,6.288423,23.892520,5.032253,19.405211,0.335313,0.532049,1.211644,316,1122960932,561480466,1386154900,587799862,4,1.182217,twitter
128,695009280,4148273152,3453263872,58.293588,0.465540,0.291832,0.342027,8.909513,1122960932,561480466,1122960932,561480466,1122960932,1,1,40.980696,4.945432,29.215343,3.782746,14.995682,0.121212,1.515846,0.486141,317,1122960932,561480466,1394928032,587799862,10,0.520673,twitter
129,676708352,4148273152,3471564800,58.788038,0.485709,0.310287,0.344828,9.766022,1122960932,561480466,1122960932,561480466,1122960932,1,1,6.029310,4.889919,29.140562,3.331221,20.180706,0.164441,1.542125,0.520386,313,1122960932,561480466,1245784784,587799862,4,1.183718,twitter
130,690143232,4148273152,3458129920,60.610611,0.479675,0.325952,0.399600,20.915033,1122960932,561480466,1122960932,561480466,1122960932,3,2,53.565462,14.329316,22.893652,2.572933,28.235823,0.144905,1.445897,0.895234,317,1122960932,561480466,1390541466,587799862,10,0.479176,twitter
131,679821312,4148273152,3468451840,56.935307,0.459992,0.289650,0.823893,7.421724,1122960932,561480466,1122960932,561480466,1122960932,1,2,47.675865,14.590423,11.104178,8.567835,21.945058,0.313888,0.624369,1.192889,313,1122960932,561480466,1386154900,587799862,10,0.544073,twitter
132,669184000,4148273152,3479089152,62.239271,0.477501,0.317105,0.351339,8.476821,1122960932,561480466,1122960932,561480466,1122960932,1,1,47.370096,4.538750,24.724186,9.129879,42.485854,0.167623,0.772064,0.524496,316,1122960932,561480466,1390541466,587799862,4,1.077077,twitter
133,664932352,4148273152,3483340800,58.443621,0.478298,0.340268,0.873362,8.084211,1122960932,561480466,1122960932,561480466,1122960932,3,2,49.226006,13.744900,26.848958,2.953304,16.465885,0.119747,0.509008,0.438900,317,1122960932,561480466,1386154900,587799862,4,0.461440,twitter
134,650940416,4148273152,3497332736,59.594664,0.480155,0.363996,0.372960,7.748184,1122960932,561480466,1122960932,561480466,1122960932,1,1,49.396956,5.072173,25.785957,8.055504,18.164214,0.240426,1.488390,0.570803,342,1122960932,561480466,1386154900,587799862,10,0.505888,twitter
135,704249856,4148273152,3444023296,59.784836,0.483129,0.768267,0.479616,21.098901,1122960932,561480466,1122960932,561480466,1122960932,2,1,4.753440,14.525470,22.405834,4.328970,13.419338,0.114676,0.584646,0.500937,316,1122960932,561480466,1241398217,587799862,4,0.520733,twitter
136,686067712,4148273152,3462205440,66.659836,0.480128,0.759546,0.869565,21.075741,1122960932,561480466,1122960932,561480466,1122960932,3,1,51.772243,6.809772,23.295394,8.648155,18.543562,0.318744,0.639159,1.215566,342,1122960932,561480466,1241398217,587799862,10,0.520388,twitter
137,689217536,4148273152,3459055616,57.263330,0.459574,0.791398,0.299177,5.454545,1122960932,561480466,1122960932,561480466,1122960932,1,2,44.837243,6.602026,22.232085,3.601431,24.033577,0.148269,0.334618,0.460753,317,1122960932,561480466,1412474297,587799862,10,0.476631,twitter
138,675426304,4148273152,3472846848,54.922725,0.460520,0.327111,0.355714,9.195402,1122960932,561480466,1122960932,561480466,1122960932,3,1,40.290664,6.989362,26.084040,9.498499,17.937178,0.336346,0.507368,1.173988,316,1122960932,561480466,1241398217,587799862,10,0.478145,twitter
139,663871488,4148273152,3484401664,63.469522,0.477256,0.780488,0.320899,8.118393,1122960932,561480466,1122960932,561480466,1122960932,1,1,30.064937,6.359757,31.511963,3.210992,17.403361,0.144322,0.626975,0.481980,283,1122960932,561480466,1390541466,587799862,10,0.468750,twitter
140,653266944,4148273152,3495006208,57.812919,0.475276,0.815061,0.879121,21.098901,1122960932,561480466,1122960932,561480466,1122960932,1,1,6.655188,12.511273,33.781059,8.724617,17.687618,0.329622,0.721610,0.690281,316,1122960932,561480466,1241398217,587799862,10,0.541331,twitter
141,644325376,4148273152,3503947776,57.088227,0.485795,0.311732,0.315333,9.542744,1122960932,561480466,1122960932,561480466,1122960932,3,2,55.064260,5.558613,23.152214,5.936702,22.196860,0.284542,1.620259,0.495017,283,1122960932,561480466,1408087731,587799862,10,0.550739,twitter
142,641363968,4148273152,3506909184,58.469657,0.481588,0.304636,0.461627,0.000000,1122960932,561480466,1122960932,561480466,1122960932,1,1,43.721036,3.514019,26.103609,4.630885,16.199680,0.133714,0.560962,0.488829,316,1122960932,561480466,1386154900,587799862,10,0.299276,twitter
143,680091648,4148273152,3468181504,57.893326,0.479397,0.328132,0.427350,21.333333,1122960932,561480466,1122960932,561480466,1122960932,1,1,32.594886,6.255636,28.658847,3.941116,38.938547,0.135397,1.058442,0.677724,322,1122960932,561480466,1386154900,587799862,4,0.466178,twitter
144,690077696,4148273152,3458195456,55.770851,0.458978,0.339014,0.370028,10.020877,1122960932,561480466,1122960932,561480466,1122960932,2,2,53.244162,5.589133,32.656459,2.852501,19.771903,0.146382,1.042000,1.192958,313,1122960932,561480466,1469499657,657984921,10,0.487063,twitter
145,683061248,4148273152,3465211904,60.091510,0.471451,0.331980,0.851064,21.357063,1122960932,561480466,1122960932,561480466,1122960932,3,1,56.431521,6.057999,32.497086,3.326974,40.738247,0.183474,0.735080,0.698088,316,1122960932,561480466,1386154900,587799862,10,0.576180,twitter
146,643260416,4148273152,3505012736,58.127161,0.486605,0.337925,0.362319,20.578778,1122960932,561480466,1122960932,561480466,1122960932,1,1,44.214876,7.703149,28.110089,3.892486,18.803419,0.126962,0.686724,0.484389,336,1122960932,561480466,1372995202,587799862,4,0.454279,twitter
147,677060608,4148273152,3471212544,57.170120,0.478004,0.326966,0.412797,9.270884,1122960932,561480466,1122960932,561480466,1122960932,2,2,6.601632,14.895261,31.402131,3.507641,19.079000,0.221263,0.738638,0.564615,340,1122960932,561480466,1386154900,587799862,10,0.615473,twitter
148,668123136,4148273152,3480150016,56.527739,0.473605,0.314127,0.373134,8.091024,1122960932,561480466,1122960932,561480466,1122960932,3,1,42.367936,14.452085,26.727849,4.495074,22.138163,0.209268,1.575279,0.693417,316,1122960932,561480466,1456339958,587799862,4,1.209459,twitter
149,659709952,4148273152,3488563200,55.498866,0.474462,0.751788,0.894855,21.404682,1122960932,561480466,1122960932,561480466,1122960932,1,1,57.165558,3.967617,25.236227,5.050796,20.954477,0.121266,0.583795,0.467014,316,1122960932,561480466,1465113091,587799862,10,0.529210,twitter
150,643637248,4148273152,3504635904,56.853070,0.478820,0.317241,0.855615,8.913649,1122960932,561480466,1122960932,561480466,1122960932,3,2,44.852315,5.603599,32.521128,5.621875,44.848158,0.153970,0.528671,0.552004,283,1122960932,561480466,1386154900,587799862,10,0.428457,twitter
151,685948928,4148273152,3462324224,62.913126,0.468191,0.190674,0.473653,9.490855,1122960932,561480466,1122960932,561480466,1122960932,1,1,39.944760,5.157593,24.939357,5.582679,21.444888,0.207443,0.355957,0.874986,341,1122960932,561480466,1241398217,587799862,10,0.478396,twitter
152,677715968,4148273152,3470557184,57.154516,0.481765,0.756423,0.459506,20.469083,1122960932,561480466,1122960932,561480466,1122960932,2,2,41.319587,14.039152,12.448918,3.399767,23.120297,0.143345,1.532404,0.424263,283,1122960932,561480466,1241398217,587799862,4,0.433600,twitter
153,656932864,4148273152,3491340288,56.689655,0.479860,0.292644,0.434311,11.234640,1122960932,561480466,1122960932,561480466,1122960932,1,1,48.968473,3.328934,26.481314,4.171225,23.970534,0.122058,0.590154,0.477836,316,1122960932,561480466,1390541466,653598355,10,0.529354,twitter
154,646119424,4148273152,3502153728,63.741073,0.481423,0.337615,0.417755,20.534759,1122960932,561480466,1122960932,561480466,1122960932,1,1,49.236752,14.423385,22.604981,3.813240,38.696227,0.153066,0.924614,1.155895,321,1122960932,561480466,1241398217,587799862,4,0.484319,twitter
155,644661248,4148273152,3503611904,59.403727,0.475805,0.381545,0.341734,11.002865,1122960932,561480466,1122960932,561480466,1122960932,1,1,48.524022,4.158481,33.516784,4.333141,19.397742,0.155971,0.569079,0.652266,316,1122960932,561480466,1386154900,587799862,10,0.466321,twitter
156,642629632,4148273152,3505643520,56.079197,0.458934,0.826038,0.346021,0.000000,1122960932,561480466,1122960932,561480466,1122960932,1,1,6.704857,6.393938,26.241416,6.554433,24.085105,0.153017,0.395908,0.571258,342,1122960932,561480466,1245784784,587799862,10,1.155747,twitter
157,631869440,4148273152,3516403712,60.373549,0.479881,0.304888,0.443705,7.451312,1122960932,561480466,1122960932,561480466,1122960932,1,1,61.206791,13.714307,29.224263,8.254619,39.189457,0.172408,0.656827,0.468405,283,1122960932,561480466,1416860863,587799862,4,0.494465,twitter
158,674213888,4148273152,3474059264,56.455626,0.459176,0.355212,0.376648,8.128704,1122960932,561480466,1122960932,561480466,1122960932,1,1,44.887997,5.763934,26.354395,5.237450,24.487492,0.203794,1.584086,0.758421,316,1122960932,561480466,1241398217,587799862,10,0.527886,twitter
159,658108416,4148273152,3490164736,60.622022,0.479501,0.403509,0.349192,10.590182,1122960932,561480466,1122960932,561480466,1122960932,1,1,4.632489,5.744224,14.308689,7.775838,25.476429,0.129797,1.579132,0.474848,343,1122960932,561480466,1386154900,587799862,10,1.205618,twitter
160,657215488,4148273152,3491057664,58.817373,0.480923,0.243065,0.391198,7.888839,1122960932,561480466,1122960932,561480466,1122960932,2,1,4.598910,5.198825,31.009182,3.438241,17.566625,0.118446,0.546083,0.444192,316,1122960932,561480466,1386154900,587799862,10,0.451316,twitter
161,648364032,4148273152,3499909120,59.846547,0.483138,0.313993,0.853789,21.500560,1122960932,561480466,1122960932,561480466,1122960932,1,1,44.424981,14.526568,25.932312,10.516222,34.260472,0.175665,0.521747,0.528256,283,1122960932,561480466,1390541466,587799862,10,1.193333,twitter
162,647254016,4148273152,3501019136,57.539790,0.480909,0.331084,0.355398,10.468920,1122960932,561480466,1122960932,561480466,1122960932,3,1,51.777087,4.837069,29.383836,5.361409,21.543373,0.129161,0.572815,0.778978,283,1122960932,561480466,1386154900,587799862,10,1.137712,twitter
163,638443520,4148273152,3509829632,60.582476,0.483316,0.360961,0.444444,21.548822,1122960932,561480466,1122960932,561480466,1122960932,2,1,43.926635,5.693681,26.649386,6.535509,38.888667,0.145780,0.626511,0.466243,312,1122960932,561480466,1421247429,587799862,10,0.483206,twitter
164,626515968,4148273152,3521757184,56.519337,0.478831,0.335613,0.337695,9.476802,1122960932,561480466,1122960932,561480466,1122960932,1,1,43.604985,5.373637,33.122734,5.700280,20.067169,0.141227,0.487673,0.704209,283,1122960932,561480466,1386154900,587799862,10,1.195991,twitter
165,669315072,4148273152,3478958080,55.932679,0.458883,0.318615,0.332502,9.861325,1122960932,561480466,1122960932,561480466,1122960932,3,2,44.394114,14.530622,29.792679,5.884063,16.883579,0.128144,0.581575,0.805039,317,1122960932,561480466,1386154900,587799862,10,0.521277,twitter
166,654696448,4148273152,3493576704,58.071391,0.481538,0.365805,0.893855,21.548822,1122960932,561480466,1122960932,561480466,1122960932,1,1,43.227702,5.551964,27.017691,4.122595,25.856078,0.334408,0.654770,0.690449,316,1122960932,561480466,1241398217,587799862,10,1.175055,twitter
167,651554816,4148273152,3496718336,58.032612,0.483210,0.225698,0.345722,7.811229,1122960932,561480466,1122960932,561480466,1122960932,1,1,43.735025,5.982292,29.704005,3.791156,13.489935,0.087341,0.466533,0.377252,316,1122960932,561480466,1390541466,587799862,10,0.477904,twitter
168,645316608,4148273152,3502956544,61.525299,0.479248,0.338858,0.864865,8.243560,1122960932,561480466,1122960932,561480466,1122960932,1,1,3.730221,5.166114,13.463488,9.418302,31.128818,0.310660,0.537384,1.188296,312,1122960932,561480466,1386154900,587799862,10,0.426412,twitter
169,646930432,4148273152,3501342720,59.109839,0.459877,0.788853,0.334308,7.891492,1122960932,561480466,1122960932,561480466,1122960932,1,1,50.787661,4.933914,28.660875,4.364922,19.371137,0.135356,0.469695,0.500940,323,1122960932,561480466,1245784784,587799862,4,0.385750,twitter
170,639418368,4148273152,3508854784,61.368653,0.472899,0.797400,0.876232,21.122112,1122960932,561480466,1122960932,561480466,1122960932,1,1,5.604829,2.962735,25.537915,10.250107,27.668787,0.172058,0.456337,0.438847,316,1122960932,561480466,1394928032,587799862,10,0.402554,twitter
171,621334528,4148273152,3526938624,61.320522,0.476885,0.315609,0.317083,9.279845,1122960932,561480466,1122960932,561480466,1122960932,1,1,32.468052,6.106896,29.999722,3.116469,23.987591,0.305298,1.508324,0.403599,313,1122960932,561480466,1241398217,587799862,10,0.480392,twitter
172,675926016,4148273152,3472347136,61.758989,0.479219,0.762694,0.482800,7.544204,1122960932,561480466,1122960932,561480466,1122960932,1,2,6.476250,12.521262,30.009351,3.642090,38.706725,0.236187,0.805843,1.232647,317,1122960932,561480466,1241398217,587799862,10,0.579646,twitter
173,633905152,4148273152,3514368000,60.622022,0.481910,0.347498,0.368834,10.062893,1122960932,561480466,1122960932,561480466,1122960932,1,1,4.281163,7.400372,21.281450,4.455781,18.123969,0.130890,0.650546,0.519698,283,1122960932,561480466,1390541466,587799862,10,1.204036,twitter
174,672854016,4148273152,3475419136,58.359788,0.475327,0.818687,0.894855,21.333333,1122960932,561480466,1122960932,561480466,1122960932,1,2,35.964209,5.590128,26.229963,3.914994,18.104764,0.176017,0.512322,0.479389,317,1122960932,561480466,1386154900,587799862,10,0.405589,twitter
175,660013056,4148273152,3488260096,57.367707,0.460204,0.268809,0.386473,8.913649,1122960932,561480466,1122960932,561480466,1122960932,2,2,4.005702,14.353005,28.937427,3.769496,23.537259,0.173611,0.852009,0.666400,283,1122960932,561480466,1390541466,587799862,4,0.438852,twitter
176,654602240,4148273152,3493670912,59.133368,0.481392,0.344892,0.332088,8.715388,1122960932,561480466,1122960932,561480466,1122960932,1,1,34.513543,14.214666,25.199161,5.082418,21.991212,0.328232,0.479541,0.432100,316,1122960932,561480466,1241398217,587799862,10,0.523532,twitter
177,644857856,4148273152,3503415296,59.733265,0.464500,0.316968,0.321027,8.132147,1122960932,561480466,1122960932,561480466,1122960932,1,1,40.353102,3.242801,34.901150,10.426485,17.164971,0.062688,0.509531,0.452654,316,1122960932,561480466,1416860863,587799862,10,0.432432,twitter
178,611180544,4148273152,3537092608,58.995053,0.477643,0.439665,0.863931,20.779221,1122960932,561480466,1122960932,561480466,1122960932,2,1,29.138050,5.677007,20.287940,4.185553,26.427072,0.175358,0.580724,0.674588,316,1122960932,561480466,1386154900,587799862,4,0.430000,twitter
179,648491008,4148273152,3499782144,60.030550,0.463585,0.765869,0.474496,7.556080,1122960932,561480466,1122960932,561480466,1122960932,1,2,6.513711,5.136933,12.892865,10.289352,16.265954,0.171475,0.576313,0.433908,316,1122960932,561480466,1386154900,587799862,10,0.385499,twitter
180,640712704,4148273152,3507560448,58.044752,0.460127,0.809681,0.343643,8.010013,1122960932,561480466,1122960932,561480466,1122960932,1,2,6.388376,14.563532,25.531760,3.086586,24.328264,0.165350,0.793615,0.684105,334,1122960932,561480466,1241398217,587799862,4,0.592920,twitter
181,631169024,4148273152,3517104128,69.567648,0.474327,0.358151,0.368324,8.880666,1122960932,561480466,1122960932,561480466,1122960932,1,1,42.184290,6.983086,25.452871,4.304630,17.193263,0.132100,0.561554,0.465671,316,1122960932,561480466,1386154900,587799862,4,0.500695,twitter
182,673751040,4148273152,3474522112,57.880653,0.476113,0.820513,0.404654,8.198121,1122960932,561480466,1122960932,561480466,1122960932,3,2,41.674856,13.723178,25.938767,4.031243,17.690922,0.135060,1.588191,0.629228,316,1122960932,561480466,1386154900,587799862,10,0.405814,twitter
183,658640896,4148273152,3489632256,60.187532,0.479845,0.352998,0.272387,9.384164,1122960932,561480466,1122960932,561480466,1122960932,1,1,35.127515,5.505693,20.661835,5.085303,14.615897,0.091148,1.620389,0.458994,317,1122960932,561480466,1241398217,587799862,10,0.432064,twitter
184,669908992,4148273152,3478364160,55.395072,0.479685,0.778013,0.480192,21.548822,1122960932,561480466,1122960932,561480466,1122960932,1,1,49.889829,6.431557,24.131260,10.286222,17.922518,0.129740,0.510228,1.202018,317,1122960932,561480466,1241398217,587799862,10,0.561257,twitter
185,648626176,4148273152,3499646976,67.580379,0.478104,0.441512,0.360523,9.204219,1122960932,561480466,1122960932,561480466,1122960932,1,1,42.968445,5.573396,26.733144,4.033335,24.437959,0.156627,0.481095,1.201435,283,1122960932,561480466,1386154900,587799862,4,0.474286,twitter
186,654536704,4148273152,3493736448,54.935622,0.472731,0.378212,0.370370,9.315866,1122960932,561480466,1122960932,561480466,1122960932,2,2,41.606267,5.316217,26.751583,4.147931,43.254898,0.109733,0.475091,0.656417,316,1122960932,561480466,1408087731,719396847,4,0.306099,twitter
187,644530176,4148273152,3503742976,55.945036,0.458799,0.310025,0.409836,21.357063,1122960932,561480466,1122960932,561480466,1122960932,1,1,46.256891,14.068383,21.625050,5.014299,24.733936,0.178223,0.504593,0.516141,317,1122960932,561480466,1390541466,587799862,10,0.603710,twitter
188,615604224,4148273152,3532668928,61.068513,0.472226,0.259064,0.486027,7.600950,1122960932,561480466,1122960932,561480466,1122960932,1,1,40.213596,5.540929,27.494809,3.819212,22.746628,0.164010,0.572999,0.453829,322,1122960932,561480466,1241398217,587799862,10,1.110423,twitter
189,646733824,4148273152,3501539328,60.447574,0.476789,0.800000,0.874317,7.914262,1122960932,561480466,1122960932,561480466,1122960932,1,1,6.460564,6.888897,31.830083,6.251436,17.993401,0.148650,0.747124,0.516713,316,1122960932,561480466,1241398217,587799862,10,0.556584,twitter
190,637779968,4148273152,3510493184,57.321041,0.477760,0.325232,0.317083,7.275734,1122960932,561480466,1122960932,561480466,1122960932,1,1,52.480021,13.313459,25.760326,2.947877,26.794898,0.153891,1.547228,0.534972,321,1122960932,561480466,1241398217,587799862,10,0.550026,twitter
191,632922112,4148273152,3515351040,61.409973,0.478138,0.393583,0.319872,10.212766,1122960932,561480466,1122960932,561480466,1122960932,1,2,3.268541,5.818332,13.033494,8.889615,40.133698,0.331072,1.567025,1.238515,317,1122960932,561480466,1390541466,587799862,10,0.489304,twitter
192,631549952,4148273152,3516723200,58.216087,0.481444,0.375319,0.296077,9.257473,1122960932,561480466,1122960932,561480466,1122960932,1,1,52.256241,5.119602,28.853537,4.023076,19.708077,0.331721,0.601264,0.392292,283,1122960932,561480466,1500205620,587799862,4,0.466928,twitter
193,672755712,4148273152,3475517440,58.077437,0.458078,0.822346,0.891862,7.686149,1122960932,561480466,1122960932,561480466,1122960932,1,2,48.378953,5.759673,24.241978,4.229773,22.624379,0.175361,0.658893,0.286166,317,1122960932,561480466,1408087731,587799862,4,0.479213,twitter
194,656470016,4148273152,3491803136,56.350527,0.475518,0.823266,0.389484,19.591837,1122960932,561480466,1122960932,561480466,1122960932,1,2,4.245102,5.064517,21.608873,5.719818,23.467001,0.139192,1.584957,0.517218,338,1122960932,561480466,1241398217,587799862,10,0.527996,twitter
195,648331264,4148273152,3499941888,58.284652,0.485581,0.384134,0.286328,9.687185,1122960932,561480466,1122960932,561480466,1122960932,1,1,52.223574,5.685453,22.506725,3.061479,17.700406,0.143964,0.639764,0.469455,316,1122960932,561480466,1386154900,587799862,10,0.457505,twitter
196,641736704,4148273152,3506536448,55.608794,0.458869,0.265512,0.355714,7.862408,1122960932,561480466,1122960932,561480466,1122960932,3,1,35.898717,5.278026,23.965055,5.014119,21.737889,0.210440,0.541760,1.197911,283,1122960932,561480466,1416860863,587799862,4,0.473132,twitter
197,645328896,4148273152,3502944256,56.348986,0.459333,0.304258,0.256987,0.000000,1122960932,561480466,1122960932,561480466,1122960932,1,1,40.956741,14.685148,27.779932,4.526912,28.583511,0.131200,0.388383,0.327441,283,1122960932,561480466,1386154900,587799862,5,1.193333,twitter
198,636178432,4148273152,3512094720,61.174149,0.467429,0.824188,0.893855,8.537128,1122960932,561480466,1122960932,561480466,1122960932,2,1,48.519805,14.464450,21.540001,4.282268,17.291987,0.291300,1.614477,1.245401,283,1122960932,561480466,1241398217,587799862,4,0.453171,twitter
199,616366080,4148273152,3531907072,60.192698,0.477718,0.338546,0.470865,0.000000,1122960932,561480466,1122960932,561480466,1122960932,1,1,63.261227,6.689073,23.465663,3.837459,43.949371,0.121041,1.005662,0.666968,362,1122960932,561480466,1386154900,587799862,10,1.200669,twitter
200,671264768,4148273152,3477008384,57.672669,0.459233,0.376856,0.405268,9.288824,1122960932,561480466,1122960932,561480466,1122960932,1,1,6.275250,14.567587,31.636871,4.126835,24.775592,0.154109,0.994557,0.488802,316,1122960932,561480466,1386154900,587799862,10,0.476780,twitter
201,649109504,4148273152,3499163648,61.061508,0.479754,0.411173,0.369686,9.388753,1122960932,561480466,1122960932,561480466,1122960932,2,1,4.032494,7.637095,22.241987,4.487245,17.912711,0.333439,0.664004,0.495322,283,1122960932,561480466,1390541466,587799862,10,0.567227,twitter
202,644075520,4148273152,3504197632,57.966373,0.466827,0.336842,0.360685,8.751139,1122960932,561480466,1122960932,561480466,1122960932,3,1,44.693798,6.024414,27.864851,3.992040,18.659259,0.084528,0.409755,0.420156,316,1122960932,561480466,1386154900,587799862,10,0.482127,twitter
203,648728576,4148273152,3499544576,57.818377,0.475167,0.825112,0.830737,21.428571,1122960932,561480466,1122960932,561480466,1122960932,1,1,52.765450,7.707527,27.681904,5.180225,26.193837,0.330770,0.686260,0.420081,283,1122960932,561480466,1390541466,587799862,10,0.550459,twitter
204,655130624,4148273152,3493142528,55.077011,0.477456,0.322524,0.412584,8.594449,1122960932,561480466,1122960932,561480466,1122960932,1,1,6.554920,5.519004,23.597230,4.524786,39.151056,0.273393,0.590058,0.451868,313,1122960932,561480466,1386154900,587799862,10,1.023787,twitter
205,645107712,4148273152,3503165440,58.581598,0.459394,0.355041,0.361500,9.177820,1122960932,561480466,1122960932,561480466,1122960932,1,1,41.423901,4.490507,23.363988,3.815686,18.084430,0.186880,0.391553,1.192703,316,1122960932,561480466,1386154900,587799862,10,0.541562,twitter
206,636252160,4148273152,3512020992,60.191968,0.460151,0.215709,0.415800,4.718604,1122960932,561480466,1122960932,561480466,1122960932,3,2,42.387128,4.546696,28.480812,5.439685,23.324366,0.109176,0.491169,0.446182,322,1122960932,561480466,1386154900,587799862,4,0.446383,twitter
207,630849536,4148273152,3517423616,58.189081,0.473872,0.685289,0.343053,6.964091,1122960932,561480466,1122960932,561480466,1122960932,3,1,37.923973,5.221210,32.429094,3.570749,32.700685,0.106844,0.466685,0.427615,316,1122960932,561480466,1390541466,587799862,10,0.501167,twitter
208,605593600,4148273152,3542679552,56.107083,0.478183,0.362919,0.388538,0.569909,1122960932,561480466,1122960932,561480466,1122960932,1,1,45.987128,14.080043,27.669733,5.908131,18.841971,0.126705,0.913084,0.475223,283,1122960932,561480466,1412474297,587799862,4,0.472896,twitter
209,634691584,4148273152,3513581568,57.076503,0.458400,0.320697,0.357462,9.790923,1122960932,561480466,1122960932,561480466,1122960932,3,1,47.333688,5.554629,30.042061,2.473016,39.238345,0.331963,0.343279,1.076025,316,1122960932,561480466,1386154900,587799862,10,0.499770,twitter
210,609972224,4148273152,3538300928,60.923535,0.485050,0.362027,0.354610,6.989443,1122960932,561480466,1122960932,561480466,1122960932,3,1,51.548199,5.441712,26.805347,4.086613,23.035827,0.177574,0.693946,0.480598,312,1122960932,561480466,1412474297,587799862,4,0.458829,twitter
